halqa_id,name,political_party,
NA-21,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-22,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-22,Akram Khan,Independent,182
NA-22,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-22,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-22,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-22,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-22,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-22,Hidayatullah Khan Afridi Advocate,Independent,61
NA-22,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-22,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-22,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-22,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-22,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-22,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-22,Pir Abdur Rehman,Independent,265
NA-22,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-22,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-22,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-23,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-23,Akram Khan,Independent,182
NA-23,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-23,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-23,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-23,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-23,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-23,Hidayatullah Khan Afridi Advocate,Independent,61
NA-23,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-23,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-23,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-23,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-23,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-23,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-23,Pir Abdur Rehman,Independent,265
NA-23,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-23,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-23,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-24,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-24,Akram Khan,Independent,182
NA-24,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-24,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-24,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-24,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-24,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-24,Hidayatullah Khan Afridi Advocate,Independent,61
NA-24,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-24,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-24,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-24,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-24,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-24,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-24,Pir Abdur Rehman,Independent,265
NA-24,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-24,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-24,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-25,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-25,Akram Khan,Independent,182
NA-25,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-25,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-25,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-25,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-25,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-25,Hidayatullah Khan Afridi Advocate,Independent,61
NA-25,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-25,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-25,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-25,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-25,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-25,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-25,Pir Abdur Rehman,Independent,265
NA-25,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-25,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-25,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-26,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-26,Akram Khan,Independent,182
NA-26,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-26,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-26,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-26,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-26,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-26,Hidayatullah Khan Afridi Advocate,Independent,61
NA-26,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-26,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-26,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-26,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-26,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-26,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-26,Pir Abdur Rehman,Independent,265
NA-26,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-26,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-26,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-27,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-27,Akram Khan,Independent,182
NA-27,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-27,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-27,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-27,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-27,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-27,Hidayatullah Khan Afridi Advocate,Independent,61
NA-27,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-27,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-27,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-27,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-27,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-27,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-27,Pir Abdur Rehman,Independent,265
NA-27,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-27,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-27,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-28,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-28,Akram Khan,Independent,182
NA-28,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-28,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-28,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-28,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-28,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-28,Hidayatullah Khan Afridi Advocate,Independent,61
NA-28,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-28,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-28,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-28,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-28,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-28,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-28,Pir Abdur Rehman,Independent,265
NA-28,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-28,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-28,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-29,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-29,Akram Khan,Independent,182
NA-29,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-29,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-29,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-29,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-29,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-29,Hidayatullah Khan Afridi Advocate,Independent,61
NA-29,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-29,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-29,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-29,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-29,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-29,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-29,Pir Abdur Rehman,Independent,265
NA-29,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-29,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-29,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-30,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-30,Akram Khan,Independent,182
NA-30,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-30,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-30,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-30,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-30,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-30,Hidayatullah Khan Afridi Advocate,Independent,61
NA-30,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-30,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-30,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-30,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-30,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-30,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-30,Pir Abdur Rehman,Independent,265
NA-30,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-30,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-30,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-31,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-31,Akram Khan,Independent,182
NA-31,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-31,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-31,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-31,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-31,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-31,Hidayatullah Khan Afridi Advocate,Independent,61
NA-31,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-31,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-31,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-31,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-31,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-31,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-31,Pir Abdur Rehman,Independent,265
NA-31,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-31,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-31,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-32,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-32,Akram Khan,Independent,182
NA-32,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-32,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-32,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-32,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-32,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-32,Hidayatullah Khan Afridi Advocate,Independent,61
NA-32,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-32,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-32,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-32,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-32,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-32,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-32,Pir Abdur Rehman,Independent,265
NA-32,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-32,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-32,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-33,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-33,Akram Khan,Independent,182
NA-33,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-33,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-33,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-33,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-33,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-33,Hidayatullah Khan Afridi Advocate,Independent,61
NA-33,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-33,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-33,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-33,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-33,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-33,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-33,Pir Abdur Rehman,Independent,265
NA-33,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-33,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-33,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-34,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-34,Akram Khan,Independent,182
NA-34,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-34,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-34,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-34,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-34,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-34,Hidayatullah Khan Afridi Advocate,Independent,61
NA-34,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-34,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-34,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-34,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-34,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-34,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-34,Pir Abdur Rehman,Independent,265
NA-34,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-34,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-34,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-35,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-35,Akram Khan,Independent,182
NA-35,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-35,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-35,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-35,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-35,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-35,Hidayatullah Khan Afridi Advocate,Independent,61
NA-35,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-35,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-35,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-35,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-35,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-35,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-35,Pir Abdur Rehman,Independent,265
NA-35,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-35,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-35,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-36,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-36,Akram Khan,Independent,182
NA-36,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-36,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-36,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-36,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-36,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-36,Hidayatullah Khan Afridi Advocate,Independent,61
NA-36,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-36,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-36,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-36,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-36,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-36,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-36,Pir Abdur Rehman,Independent,265
NA-36,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-36,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-36,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-37,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-37,Akram Khan,Independent,182
NA-37,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-37,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-37,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-37,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-37,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-37,Hidayatullah Khan Afridi Advocate,Independent,61
NA-37,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-37,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-37,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-37,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-37,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-37,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-37,Pir Abdur Rehman,Independent,265
NA-37,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-37,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-37,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-38,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-38,Akram Khan,Independent,182
NA-38,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-38,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-38,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-38,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-38,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-38,Hidayatullah Khan Afridi Advocate,Independent,61
NA-38,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-38,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-38,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-38,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-38,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-38,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-38,Pir Abdur Rehman,Independent,265
NA-38,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-38,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-38,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-39,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-39,Akram Khan,Independent,182
NA-39,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-39,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-39,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-39,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-39,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-39,Hidayatullah Khan Afridi Advocate,Independent,61
NA-39,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-39,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-39,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-39,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-39,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-39,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-39,Pir Abdur Rehman,Independent,265
NA-39,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-39,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-39,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-40,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-40,Akram Khan,Independent,182
NA-40,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-40,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-40,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-40,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-40,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-40,Hidayatullah Khan Afridi Advocate,Independent,61
NA-40,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-40,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-40,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-40,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-40,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-40,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-40,Pir Abdur Rehman,Independent,265
NA-40,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-40,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-40,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-41,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-41,Akram Khan,Independent,182
NA-41,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-41,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-41,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-41,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-41,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-41,Hidayatullah Khan Afridi Advocate,Independent,61
NA-41,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-41,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-41,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-41,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-41,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-41,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-41,Pir Abdur Rehman,Independent,265
NA-41,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-41,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-41,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-42,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-42,Akram Khan,Independent,182
NA-42,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-42,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-42,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-42,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-42,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-42,Hidayatullah Khan Afridi Advocate,Independent,61
NA-42,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-42,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-42,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-42,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-42,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-42,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-42,Pir Abdur Rehman,Independent,265
NA-42,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-42,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
